k,distance_func,voting_func,weighting_func,accuracy,f1,TP,TN,FP,FN,train_time,test_time
5,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.9483870967741935,0.967741935483871,120,27,5,3,0.00015783309936523438,0.017632484436035156
5,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.0001659393310546875,0.01779794692993164
5,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.9419354838709677,0.9635627530364372,119,27,5,4,0.00015783309936523438,0.01785421371459961
5,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.896774193548387,0.9389312977099237,123,16,16,0,0.00015592575073242188,0.013295650482177734
5,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.000156402587890625,0.013218402862548828
5,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.8516129032258064,0.9105058365758755,117,15,17,6,0.00015592575073242188,0.013434410095214844
5,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.9290322580645162,0.9571984435797666,123,21,11,0,0.00015401840209960938,0.013326168060302734
5,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00015592575073242188,0.013199806213378906
5,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.8709677419354839,0.9212598425196851,117,18,14,6,0.000156402587890625,0.013405799865722656
5,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.9290322580645162,0.9571984435797666,123,21,11,0,0.00015211105346679688,0.013278007507324219
5,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00015401840209960938,0.013361930847167969
5,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.8838709677419355,0.9274193548387096,115,22,10,8,0.00014972686767578125,0.013386249542236328
7,ManhattanDistance,MajorityClassVote,EqualWeighting,0.8580645161290322,0.9126984126984127,115,18,14,8,0.00015592575073242188,0.013424396514892578
7,ManhattanDistance,MajorityClassVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.000156402587890625,0.013409614562988281
7,ManhattanDistance,MajorityClassVote,ReliefFWeighting,0.8580645161290322,0.9140625,117,16,16,6,0.00015592575073242188,0.01340627670288086
7,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9096774193548387,0.944,118,23,9,5,0.00015592575073242188,0.013514041900634766
7,ManhattanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00015783309936523438,0.013455867767333984
7,ManhattanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.8580645161290322,0.9140625,117,16,16,6,0.00015211105346679688,0.013431549072265625
7,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.000156402587890625,0.013617515563964844
7,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00017213821411132812,0.013447761535644531
7,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.9419354838709677,0.9635627530364372,119,27,5,4,0.00015401840209960938,0.013615608215332031
7,EuclideanDistance,MajorityClassVote,EqualWeighting,0.8580645161290322,0.9126984126984127,115,18,14,8,0.00015783309936523438,0.017646312713623047
7,EuclideanDistance,MajorityClassVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00015401840209960938,0.017734050750732422
7,EuclideanDistance,MajorityClassVote,ReliefFWeighting,0.8774193548387097,0.9236947791164659,115,21,11,8,0.00015783309936523438,0.01786184310913086
7,EuclideanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9032258064516129,0.9402390438247012,118,22,10,5,0.00015783309936523438,0.017608165740966797
7,EuclideanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00016021728515625,0.01770162582397461
7,EuclideanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.8774193548387097,0.9236947791164659,115,21,11,8,0.00015401840209960938,0.017747879028320312
7,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.9483870967741935,0.967741935483871,120,27,5,3,0.00016641616821289062,0.01782989501953125
7,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00014972686767578125,0.01780986785888672
7,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.9419354838709677,0.9635627530364372,119,27,5,4,0.000156402587890625,0.018089771270751953
7,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00015211105346679688,0.01341390609741211
7,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00015163421630859375,0.01334238052368164
7,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.8451612903225807,0.9069767441860465,117,14,18,6,0.00015401840209960938,0.013482093811035156
7,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.8903225806451613,0.935361216730038,123,15,17,0,0.00015401840209960938,0.013261795043945312
7,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00015211105346679688,0.01324605941772461
7,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.864516129032258,0.9176470588235294,117,17,15,6,0.0001544952392578125,0.013387680053710938
7,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.8838709677419355,0.9318181818181818,123,14,18,0,0.00015401840209960938,0.013338088989257812
7,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.00017976760864257812,0.013382434844970703
7,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.8838709677419355,0.9274193548387096,115,22,10,8,0.000156402587890625,0.013331890106201172
