k,distance,voting,weighting,accuracy,precision,recall,f1,efficiency,problem-solving time
5,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.5309578914345273,0.4552890618616369,0.5207148337404666,0.43003376227056245,35.471435976028445,35.473740100860596
5,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.874628353118894,35.8771852016449
5,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.328512859344485,35.33077464103699
7,ManhattanDistance,MajorityClassVote,InformationGainWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.76118063926697,35.7635445356369
7,ManhattanDistance,MajorityClassVote,ReliefFWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.75351321697235,35.756106877326964
7,ManhattanDistance,MajorityClassVote,EqualWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.102506971359254,35.10474915504456
7,ManhattanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.48288886795200836,0.29122278617071323,0.5008274231678487,0.3270666598965143,35.51953399181366,35.52184817790985
7,ManhattanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.4823974674606079,0.2911033014523809,0.500354609929078,0.3260343668590733,35.93347692489624,35.936050391197206
7,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.4823974674606079,0.2911033014523809,0.500354609929078,0.3260343668590733,35.183277010917664,35.18557078838349
7,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.49902012348175,35.501318740844724
7,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.87566404342651,35.87826697826385
7,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.32926962375641,35.331606769561766
7,EuclideanDistance,MajorityClassVote,InformationGainWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,40.92682297229767,40.929150795936586
7,EuclideanDistance,MajorityClassVote,ReliefFWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,41.45661818981171,41.45916497707367
7,EuclideanDistance,MajorityClassVote,EqualWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,40.655047702789304,40.65735566616058
7,EuclideanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.4822746173377578,0.29107361420863265,0.5002364066193853,0.32577368974380383,40.9637727022171,40.9661004781723
7,EuclideanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,41.34052045345307,41.34308893680573
7,EuclideanDistance,InverseDistanceWeightedVote,EqualWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,40.60340473651886,40.60565464496612
7,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,41.00487866401672,41.00720984935761
7,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,41.55662467479706,41.55917570590973
7,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,40.84935567378998,40.85161180496216
7,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.4845414693580007,0.3092924159839038,0.48113823624775726,0.36091798554138055,35.3689046382904,35.37120730876923
7,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.84459178447723,35.847165656089786
7,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.27118134498596,35.27345020771027
7,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.466230012444775,0.5103966791263118,0.46087374590388797,0.3566379543956821,35.21582982540131,35.218134832382205
7,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.7118022441864,35.714388847351074
7,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.196886372566226,35.19918050765991
7,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.5027630849413238,0.3631219798368951,0.48913907607757584,0.3880438877740499,35.29403321743011,35.29631857872009
7,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.84560511112213,35.848166418075564
7,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.48202891709205753,0.24101445854602876,0.5,0.32524915615060435,35.27113287448883,35.27346193790436
