k,distance,voting,weighting,accuracy,precision,recall,f1,efficiency,problem-solving time
3,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.020975446701049803,0.022507858276367188
3,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02126469612121582,0.02286524772644043
3,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02157914638519287,0.023376989364624023
3,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.020941448211669923,0.02247452735900879
3,EuclideanDistance,MajorityClassVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026270437240600585,0.027887248992919923
3,EuclideanDistance,MajorityClassVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026500773429870606,0.028312325477600098
3,EuclideanDistance,MajorityClassVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026177358627319337,0.027737116813659667
3,EuclideanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026259756088256835,0.027864503860473632
3,EuclideanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02649843692779541,0.028311681747436524
3,EuclideanDistance,InverseDistanceWeightedVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02626345157623291,0.027856874465942382
3,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026262593269348145,0.027886366844177245
3,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026540207862854003,0.028339171409606935
3,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026382756233215333,0.0279463529586792
3,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.7617997198879551,0.40986811391223155,0.5064102564102564,0.4440130439329549,0.02096266746520996,0.02255139350891113
3,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.021301078796386718,0.023126864433288576
3,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.020877599716186523,0.022474503517150878
3,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.693049719887955,0.38714985994397755,0.5153846153846153,0.4118376765083081,0.021001458168029785,0.02258462905883789
3,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.021135115623474122,0.022958588600158692
3,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.02077977657318115,0.022333741188049316
3,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02104640007019043,0.02264583110809326
3,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.021230387687683105,0.023043727874755858
3,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.020714783668518068,0.022237110137939452
5,ManhattanDistance,MajorityClassVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021317505836486818,0.022921109199523927
5,ManhattanDistance,MajorityClassVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02135910987854004,0.02316603660583496
5,ManhattanDistance,MajorityClassVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02092881202697754,0.02245790958404541
5,ManhattanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021207237243652345,0.022837400436401367
5,ManhattanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021608924865722655,0.023421549797058107
5,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02103407382965088,0.022577905654907228
5,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021275019645690917,0.02285795211791992
5,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021538972854614258,0.02335944175720215
5,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02090780735015869,0.022427678108215332
5,EuclideanDistance,MajorityClassVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02637808322906494,0.028007698059082032
5,EuclideanDistance,MajorityClassVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026666998863220215,0.028487300872802733
5,EuclideanDistance,MajorityClassVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026354122161865234,0.027925515174865724
5,EuclideanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026285815238952636,0.02788693904876709
5,EuclideanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026670169830322266,0.028514003753662108
5,EuclideanDistance,InverseDistanceWeightedVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026287055015563963,0.027857494354248048
5,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026487159729003906,0.028108906745910645
5,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026644015312194826,0.028467631340026854
5,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026417112350463866,0.02800331115722656
5,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.7992997198879551,0.4353870394311571,0.5294871794871795,0.4768335567534677,0.02098205089569092,0.02256317138671875
5,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.021186041831970214,0.02298727035522461
5,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.020687460899353027,0.022208905220031737
5,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7305497198879551,0.36527485994397757,0.5,0.4131358509504987,0.021000981330871582,0.022586488723754884
5,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.021097636222839354,0.022903633117675782
5,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.0205974817276001,0.022133541107177735
5,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02108585834503174,0.02268040180206299
5,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.021155190467834473,0.022956156730651857
5,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.780500700280112,0.3950752801120448,0.49198717948717946,0.4380831883479269,0.02067885398864746,0.022208309173583983
7,ManhattanDistance,MajorityClassVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021291065216064452,0.022871637344360353
7,ManhattanDistance,MajorityClassVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021578001976013183,0.023383092880249024
7,ManhattanDistance,MajorityClassVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021064114570617676,0.022599124908447267
7,ManhattanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021177220344543456,0.022747564315795898
7,ManhattanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021586513519287108,0.023415851593017577
7,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021663498878479005,0.023335719108581544
7,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021357107162475585,0.022950625419616698
7,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02159538269042969,0.023419189453125
7,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02121737003326416,0.02277505397796631
7,EuclideanDistance,MajorityClassVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02638378143310547,0.02798299789428711
7,EuclideanDistance,MajorityClassVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02664332389831543,0.02848329544067383
7,EuclideanDistance,MajorityClassVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026613759994506835,0.02819514274597168
7,EuclideanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02639167308807373,0.028002095222473145
7,EuclideanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02665238380432129,0.028487205505371094
7,EuclideanDistance,InverseDistanceWeightedVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026333832740783693,0.027901673316955568
7,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026729321479797362,0.028377366065979005
7,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026597261428833008,0.028404426574707032
7,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.026329588890075684,0.027907633781433107
7,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.020972466468811034,0.022562789916992187
7,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021401429176330568,0.023210883140563965
7,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02099425792694092,0.022548222541809083
7,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7305497198879551,0.36527485994397757,0.5,0.4131358509504987,0.02149984836578369,0.023172807693481446
7,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021174287796020506,0.022962403297424317
7,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.020731210708618164,0.022235941886901856
7,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021141958236694337,0.022752141952514647
7,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.021271944046020508,0.023091959953308105
7,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.7930497198879551,0.39652485994397757,0.5,0.4421739634731847,0.02102963924407959,0.02257840633392334
