k,distance_func,voting_func,weighting_func,accuracy,f1,TP,TN,FP,FN,train_time,test_time
1,ManhattanDistance,MajorityClassVote,EqualWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0012030601501464844,0.07152509689331055
1,ManhattanDistance,MajorityClassVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.0008449554443359375,0.06956195831298828
1,ManhattanDistance,MajorityClassVote,ReliefFWeighting,0.9419354838709677,0.9635627530364372,119,27,5,4,0.0008399486541748047,0.06979107856750488
1,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0008313655853271484,0.06963729858398438
1,ManhattanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.000827789306640625,0.0694735050201416
1,ManhattanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.9419354838709677,0.9635627530364372,119,27,5,4,0.0008337497711181641,0.06978607177734375
1,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0008332729339599609,0.06982278823852539
1,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.0008790493011474609,0.06963181495666504
1,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.9419354838709677,0.9635627530364372,119,27,5,4,0.0008387565612792969,0.06983065605163574
1,EuclideanDistance,MajorityClassVote,EqualWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0008556842803955078,0.09227919578552246
1,EuclideanDistance,MajorityClassVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.0008306503295898438,0.09272432327270508
1,EuclideanDistance,MajorityClassVote,ReliefFWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0008449554443359375,0.09360265731811523
1,EuclideanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0008490085601806641,0.09252214431762695
1,EuclideanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.0009548664093017578,0.09261298179626465
1,EuclideanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0008447170257568359,0.09338021278381348
1,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0008361339569091797,0.09223103523254395
1,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.0008597373962402344,0.09248709678649902
1,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0008351802825927734,0.0934898853302002
1,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.9483870967741935,0.968503937007874,123,24,8,0,0.00084686279296875,0.0694880485534668
1,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.7870967741935484,0.8808664259927798,122,0,32,1,0.0008466243743896484,0.06946587562561035
1,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.9161290322580645,0.9477911646586346,118,24,8,5,0.0008363723754882812,0.06959414482116699
1,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.9483870967741935,0.968503937007874,123,24,8,0,0.0008351802825927734,0.06895875930786133
1,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7870967741935484,0.8808664259927798,122,0,32,1,0.0008344650268554688,0.06920862197875977
1,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.9161290322580645,0.9477911646586346,118,24,8,5,0.0008413791656494141,0.06933403015136719
1,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.9483870967741935,0.968503937007874,123,24,8,0,0.0008387565612792969,0.06925320625305176
1,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.7870967741935484,0.8808664259927798,122,0,32,1,0.0008261203765869141,0.06941580772399902
1,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.9161290322580645,0.9477911646586346,118,24,8,5,0.0008831024169921875,0.0693514347076416
3,ManhattanDistance,MajorityClassVote,EqualWeighting,0.864516129032258,0.9149797570850202,113,21,11,10,0.0008378028869628906,0.07016396522521973
3,ManhattanDistance,MajorityClassVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.0008461475372314453,0.06971216201782227
3,ManhattanDistance,MajorityClassVote,ReliefFWeighting,0.864516129032258,0.9156626506024096,114,20,12,9,0.0008268356323242188,0.06987738609313965
3,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9419354838709677,0.963265306122449,118,28,4,5,0.0008299350738525391,0.06978654861450195
3,ManhattanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.0008440017700195312,0.06980109214782715
3,ManhattanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.864516129032258,0.9156626506024096,114,20,12,9,0.0008380413055419922,0.06985330581665039
3,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.9483870967741935,0.967479674796748,119,28,4,4,0.0008337497711181641,0.07033419609069824
3,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.7935483870967742,0.8848920863309353,123,0,32,0,0.0008306503295898438,0.06972694396972656
3,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.9419354838709677,0.9635627530364372,119,27,5,4,0.0008275508880615234,0.07040095329284668
