dataset,model,runtime,dbi,chi,ari,f_measure,n_clusters,fuzzyness,max_iterations,tolerance,random_state,strictness,min_obs,max_depth,metric,algorithm,min_samples,xi,min_cluster_size,n_neighbors,affinity,eigen_solver,assign_labels
hepatitis,global_kmeans,0.424318790435791,1.6612104935291772,16.512653286762045,0.09857171974060605,0.10965799614643545,10,,100,1e-05,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.423677921295166,1.6612104935291772,16.512653286762045,0.09857171974060605,0.10965799614643545,10,,100,1e-05,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.4225826263427734,1.6612104935291772,16.512653286762045,0.09857171974060605,0.10965799614643545,10,,100,1e-05,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.4260859489440918,1.6612104935291772,16.512653286762045,0.09857171974060605,0.10965799614643545,10,,100,1e-05,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.4248819351196289,1.6612104935291772,16.512653286762045,0.09857171974060605,0.10965799614643545,10,,100,1e-05,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.0847160816192627,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.0001,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.0847439765930175,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.0001,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.084496259689331,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.0001,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.084317922592163,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.0001,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.0842897891998291,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.0001,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.0842700004577636,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.001,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.0841636657714843,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.001,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.084299087524414,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.001,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.0842120647430419,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.001,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.0843479633331298,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,0.001,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.0845279693603515,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,1e-05,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.0845410823822021,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,1e-05,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.0844950675964355,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,1e-05,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.0970458984375,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,1e-05,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.0845439434051513,1.5927645913431954,15.6243032477946,0.09839867424847751,0.09176897721301294,11,,100,1e-05,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.0916178226470947,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.0001,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.0929749011993408,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.0001,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.0918798446655273,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.0001,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.0933730602264404,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.0001,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.0921478271484375,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.0001,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.0955157279968261,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.001,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.091991901397705,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.001,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.0918800830841064,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.001,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.0918419361114502,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.001,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.0913479328155517,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,0.001,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.0921580791473388,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,1e-05,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.0916481018066406,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,1e-05,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.0915791988372802,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,1e-05,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.0915050506591796,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,1e-05,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.0915069580078125,1.5571599302858952,15.204957902627559,0.09311846419018478,0.08412156244526187,12,,100,1e-05,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.0626430511474609,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.0001,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.0623948574066162,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.0001,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.0624966621398925,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.0001,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.0621118545532226,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.0001,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.062852144241333,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.0001,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.0625350475311279,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.001,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.0628829002380371,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.001,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.0623159408569335,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.001,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.0623989105224609,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.001,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.0620601177215576,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,0.001,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.0634641647338867,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,1e-05,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.0630109310150146,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,1e-05,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.0629260540008544,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,1e-05,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.0635929107666015,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,1e-05,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.0626928806304931,1.9827068171727762,36.54793911225339,0.2554799188992463,0.7122284108585478,2,,100,1e-05,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.1252901554107666,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.0001,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.1261582374572754,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.0001,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.1252980232238769,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.0001,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.1268610954284668,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.0001,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.125101089477539,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.0001,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.1256229877471923,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.001,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.1259429454803466,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.001,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.1254069805145263,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.001,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.1255178451538086,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.001,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.1258139610290527,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,0.001,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.125892162322998,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,1e-05,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.1252329349517822,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,1e-05,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.1256072521209716,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,1e-05,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.1254630088806152,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,1e-05,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.1255390644073486,2.1971240068803497,27.805555506642314,0.21016964229221505,0.4715686274509803,3,,100,1e-05,5,,,,,,,,,,,,
hepatitis,global_kmeans,0.2359669208526611,1.9725385178247223,23.589948552636034,0.1349424874653973,0.26146182411013497,5,,100,0.0001,1,,,,,,,,,,,,
hepatitis,global_kmeans,0.2360708713531494,1.9725385178247223,23.589948552636034,0.1349424874653973,0.26146182411013497,5,,100,0.0001,2,,,,,,,,,,,,
hepatitis,global_kmeans,0.236088752746582,1.9725385178247223,23.589948552636034,0.1349424874653973,0.26146182411013497,5,,100,0.0001,3,,,,,,,,,,,,
hepatitis,global_kmeans,0.2372291088104248,1.9725385178247223,23.589948552636034,0.1349424874653973,0.26146182411013497,5,,100,0.0001,4,,,,,,,,,,,,
hepatitis,global_kmeans,0.236616849899292,1.9725385178247223,23.589948552636034,0.1349424874653973,0.26146182411013497,5,,100,0.0001,5,,,,,,,,,,,,
