k,distance_func,voting_func,weighting_func,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,fold10
1,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6392857142857142,0.5836575875486382,0.6039076376554174,0.6189624329159212,0.5708955223880597,0.5882352941176471,0.5482041587901701,0.6003159557661928,0.6358792184724689,0.593128390596745
1,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.8945147679324894,0.9006622516556292,0.9171717171717172,0.9029535864978903,0.8835341365461847,0.9053497942386831,1.0,0.9008620689655172,0.9178356713426854,0.8975409836065574
1,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.6986754966887417,0.718978102189781,0.7598684210526315,0.718381112984823,0.7421383647798742,0.760797342192691,0.7461669505962522,0.671251719394773,0.78,0.7725752508361204
1,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.6392857142857142,0.5836575875486382,0.6039076376554174,0.6189624329159212,0.5708955223880597,0.5882352941176471,0.5482041587901701,0.6003159557661928,0.6358792184724689,0.593128390596745
3,ManhattanDistance,MajorityClassVote,EqualWeighting,0.9936034115138592,0.9933184855233853,0.9897330595482546,0.9957627118644068,0.996,0.9857433808553971,0.9978308026030369,0.987603305785124,0.9960629921259843,0.9836734693877551
3,ManhattanDistance,MajorityClassVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
3,ManhattanDistance,MajorityClassVote,ReliefFWeighting,0.6333333333333333,0.6334310850439883,0.6307277628032345,0.56,0.638961038961039,0.6819338422391857,0.6361031518624641,0.689119170984456,0.6615384615384615,0.6296296296296297
3,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9936034115138592,0.9955555555555555,0.9897330595482546,0.9957627118644068,0.998003992015968,0.9857433808553971,1.0,0.9896907216494846,0.9960629921259843,0.9878048780487805
3,ManhattanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
3,ManhattanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6333333333333333,0.6334310850439883,0.6307277628032345,0.56,0.638961038961039,0.6819338422391857,0.6361031518624641,0.689119170984456,0.6615384615384615,0.6296296296296297
3,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.9978768577494692,0.9955555555555555,0.9959183673469387,0.9978858350951374,0.996,0.9979879275653923,1.0,0.9897330595482546,0.9980353634577603,0.9959677419354839
3,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
3,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.5925925925925926,0.6020408163265306,0.6047619047619047,0.5692695214105793,0.6275395033860045,0.6528735632183909,0.605,0.5953488372093023,0.6451612903225806,0.6157407407407407
3,EuclideanDistance,MajorityClassVote,EqualWeighting,0.9452954048140044,0.9417040358744395,0.9438669438669439,0.9460043196544277,0.9416498993963782,0.9527720739219713,0.9823788546255506,0.9666666666666667,0.9620758483033932,0.9484536082474226
3,EuclideanDistance,MajorityClassVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
3,EuclideanDistance,MajorityClassVote,ReliefFWeighting,0.6560364464692483,0.6018518518518519,0.6306306306306306,0.5882352941176471,0.656964656964657,0.659919028340081,0.6109785202863962,0.6627906976744186,0.6477024070021882,0.6127659574468085
3,EuclideanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9475982532751092,0.9485458612975392,0.94824016563147,0.9482758620689655,0.948,0.9549180327868853,1.0,0.9666666666666667,0.9620758483033932,0.9549180327868853
3,EuclideanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
3,EuclideanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6560364464692483,0.6018518518518519,0.6306306306306306,0.5882352941176471,0.656964656964657,0.659919028340081,0.6109785202863962,0.6627906976744186,0.6477024070021882,0.6127659574468085
3,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.9719222462203023,0.9662921348314607,0.9648033126293996,0.9744680851063829,0.9641434262948207,0.9693251533742331,1.0,0.9650924024640657,0.9760956175298805,0.9652351738241309
3,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
3,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.6351931330472103,0.5789473684210527,0.6363636363636364,0.5867237687366167,0.6290322580645161,0.6641074856046065,0.5991379310344828,0.6326129666011788,0.6555323590814196,0.6101010101010101
3,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.8421052631578947,0.8705357142857143,0.8842105263157894,0.865934065934066,0.8481012658227848,0.8734177215189873,0.956140350877193,0.8488888888888889,0.9034907597535934,0.8619246861924686
3,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.6563814866760168,0.6341463414634146,0.6731034482758621,0.6414565826330533,0.6812585499316005,0.667578659370725,0.6403385049365303,0.6603518267929634,0.6865671641791045,0.6786206896551724
3,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.6339622641509434,0.5879828326180258,0.6003824091778203,0.6168582375478927,0.5663366336633663,0.6010928961748634,0.5555555555555556,0.5589041095890411,0.6101694915254238,0.593128390596745
3,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.8533916849015317,0.8874172185430463,0.9037656903765691,0.8810572687224669,0.8571428571428571,0.8846960167714885,1.0,0.8628318584070797,0.9180327868852459,0.8643006263048016
3,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.6563814866760168,0.6341463414634146,0.6731034482758621,0.6414565826330533,0.6812585499316005,0.667578659370725,0.6403385049365303,0.6603518267929634,0.6865671641791045,0.6786206896551724
3,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6339622641509434,0.5879828326180258,0.6003824091778203,0.6168582375478927,0.5663366336633663,0.6010928961748634,0.5555555555555556,0.5589041095890411,0.6101694915254238,0.593128390596745
3,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.8803418803418803,0.8942731277533039,0.9128630705394191,0.9015317286652079,0.8783505154639175,0.9022869022869023,1.0,0.8989247311827957,0.9290060851926978,0.8778467908902692
3,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.6812227074235808,0.6597014925373135,0.6961483594864479,0.6656976744186046,0.7104136947218259,0.6873239436619718,0.670605612998523,0.6603518267929634,0.7126760563380282,0.7048710601719198
3,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.6392857142857142,0.5836575875486382,0.6039076376554174,0.6189624329159212,0.5708955223880597,0.5882352941176471,0.5482041587901701,0.6003159557661928,0.6358792184724689,0.593128390596745
5,ManhattanDistance,MajorityClassVote,EqualWeighting,0.9785407725321889,0.9753914988814317,0.9728601252609603,0.9850746268656716,0.9735234215885947,0.9585062240663901,0.9869565217391304,0.989648033126294,0.9700598802395209,0.9669421487603306
5,ManhattanDistance,MajorityClassVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
5,ManhattanDistance,MajorityClassVote,ReliefFWeighting,0.6514285714285715,0.6388059701492538,0.657608695652174,0.584070796460177,0.6684210526315789,0.6875,0.6492753623188405,0.6903553299492385,0.6752577319587629,0.6486486486486487
5,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9871794871794872,0.9933481152993349,0.9813664596273292,0.9936305732484076,0.9899396378269618,0.9795081967213115,1.0,0.9917355371900827,0.9841897233201581,0.9815950920245399
5,ManhattanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
5,ManhattanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6514285714285715,0.6388059701492538,0.657608695652174,0.584070796460177,0.6684210526315789,0.6875,0.6492753623188405,0.6903553299492385,0.6752577319587629,0.6486486486486487
5,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.9957446808510638,0.9955555555555555,0.9938650306748467,0.9978858350951374,0.996,0.9979879275653923,1.0,0.9897330595482546,0.9980353634577603,0.9959677419354839
5,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
5,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.5925925925925926,0.6020408163265306,0.6047619047619047,0.5692695214105793,0.6275395033860045,0.6528735632183909,0.605,0.5953488372093023,0.6451612903225806,0.6157407407407407
5,EuclideanDistance,MajorityClassVote,EqualWeighting,0.9217391304347826,0.9279279279279279,0.9409282700421941,0.9327548806941431,0.9333333333333333,0.9336099585062241,0.9713024282560706,0.960167714884696,0.9435483870967742,0.9352818371607515
5,EuclideanDistance,MajorityClassVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
5,EuclideanDistance,MajorityClassVote,ReliefFWeighting,0.6558139534883721,0.5902439024390244,0.6255707762557078,0.6062052505966588,0.6623931623931624,0.6853448275862069,0.6066350710900474,0.5746268656716418,0.6622222222222223,0.6345733041575492
5,EuclideanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9264069264069265,0.9440715883668904,0.9495798319327731,0.9370932754880694,0.9418837675350702,0.9462809917355371,1.0,0.9623430962343096,0.956,0.9462809917355371
5,EuclideanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
5,EuclideanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6558139534883721,0.5902439024390244,0.6255707762557078,0.6062052505966588,0.6623931623931624,0.6853448275862069,0.6066350710900474,0.5746268656716418,0.6622222222222223,0.6345733041575492
5,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.9719222462203023,0.9662921348314607,0.9648033126293996,0.9744680851063829,0.9641434262948207,0.9693251533742331,1.0,0.9650924024640657,0.9760956175298805,0.9631147540983607
5,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
5,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.6351931330472103,0.5789473684210527,0.6363636363636364,0.5867237687366167,0.6290322580645161,0.6641074856046065,0.5991379310344828,0.6326129666011788,0.6555323590814196,0.6101010101010101
5,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.7973273942093542,0.7990762124711316,0.8369098712446352,0.8243243243243243,0.7878787878787878,0.8237791932059448,0.9164785553047404,0.8009049773755657,0.8547368421052631,0.8387096774193549
5,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.651685393258427,0.6293103448275862,0.6712707182320442,0.6395511921458625,0.6740027510316369,0.6657534246575343,0.6384180790960452,0.6603518267929634,0.6847826086956522,0.6758241758241759
5,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.6492537313432836,0.642570281124498,0.6811594202898551,0.6618181818181819,0.6284658040665434,0.6609880749574105,0.6305609284332688,0.678714859437751,0.6642857142857143,0.6518771331058021
5,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.8370044052863436,0.8716814159292036,0.8940677966101694,0.8747252747252747,0.8329809725158562,0.8702928870292888,1.0,0.8528138528138528,0.8952772073921971,0.8781512605042017
5,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.651685393258427,0.6293103448275862,0.6712707182320442,0.6395511921458625,0.6740027510316369,0.6657534246575343,0.6384180790960452,0.6603518267929634,0.6847826086956522,0.6758241758241759
5,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6492537313432836,0.642570281124498,0.6811594202898551,0.6618181818181819,0.6284658040665434,0.6609880749574105,0.6305609284332688,0.678714859437751,0.6642857142857143,0.6518771331058021
5,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.8874734607218684,0.8903508771929824,0.927536231884058,0.9082969432314411,0.8806584362139918,0.9034907597535934,0.9978308026030369,0.8936170212765957,0.9255533199195171,0.9008264462809917
5,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.6657183499288762,0.6454413892908828,0.6853932584269663,0.6561604584527221,0.6955307262569832,0.6768377253814147,0.6571018651362984,0.6603518267929634,0.7037552155771906,0.6861924686192469
5,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.6392857142857142,0.5836575875486382,0.6039076376554174,0.6189624329159212,0.5708955223880597,0.5882352941176471,0.5482041587901701,0.6003159557661928,0.6358792184724689,0.593128390596745
7,ManhattanDistance,MajorityClassVote,EqualWeighting,0.9629629629629629,0.9684684684684685,0.9642105263157895,0.9785407725321889,0.9673469387755103,0.9583333333333334,0.9802197802197802,0.989648033126294,0.9619238476953907,0.9604989604989606
7,ManhattanDistance,MajorityClassVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
7,ManhattanDistance,MajorityClassVote,ReliefFWeighting,0.6122448979591837,0.601823708206687,0.6333333333333333,0.5438066465256798,0.6341463414634146,0.6684350132625995,0.6253687315634219,0.725,0.6312997347480106,0.6246575342465753
7,ManhattanDistance,InverseDistanceWeightedVote,EqualWeighting,0.9828326180257511,0.9933481152993349,0.9771309771309772,0.9850107066381156,0.9858585858585859,0.9710743801652892,1.0,0.989648033126294,0.9800796812749004,0.9731958762886598
7,ManhattanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
7,ManhattanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6122448979591837,0.601823708206687,0.6333333333333333,0.5438066465256798,0.6341463414634146,0.6684350132625995,0.6253687315634219,0.725,0.6312997347480106,0.6246575342465753
7,ManhattanDistance,ShepardsWorkVote,EqualWeighting,0.9957446808510638,0.9955555555555555,0.9938650306748467,0.9978858350951374,0.996,0.9979879275653923,1.0,0.9897330595482546,0.9980353634577603,0.9959677419354839
7,ManhattanDistance,ShepardsWorkVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
7,ManhattanDistance,ShepardsWorkVote,ReliefFWeighting,0.5925925925925926,0.6020408163265306,0.6047619047619047,0.5692695214105793,0.6275395033860045,0.6528735632183909,0.605,0.5953488372093023,0.6451612903225806,0.6157407407407407
7,EuclideanDistance,MajorityClassVote,EqualWeighting,0.9098712446351931,0.9192825112107623,0.9308176100628931,0.9414316702819957,0.927710843373494,0.9285714285714286,0.9649122807017544,0.9414225941422594,0.9416498993963782,0.9352818371607515
7,EuclideanDistance,MajorityClassVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
7,EuclideanDistance,MajorityClassVote,ReliefFWeighting,0.6788617886178862,0.6173913043478261,0.652,0.6157112526539278,0.6640316205533597,0.6745562130177515,0.5918367346938775,0.5692883895131086,0.6574257425742575,0.6452905811623246
7,EuclideanDistance,InverseDistanceWeightedVote,EqualWeighting,0.922077922077922,0.9438202247191011,0.9433962264150944,0.9460043196544277,0.9362549800796812,0.9352818371607515,1.0,0.9535864978902954,0.9518072289156626,0.9504132231404959
7,EuclideanDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
7,EuclideanDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6788617886178862,0.6173913043478261,0.652,0.6157112526539278,0.6640316205533597,0.6745562130177515,0.5918367346938775,0.5692883895131086,0.6574257425742575,0.6452905811623246
7,EuclideanDistance,ShepardsWorkVote,EqualWeighting,0.9719222462203023,0.9662921348314607,0.9648033126293996,0.9744680851063829,0.9641434262948207,0.9693251533742331,1.0,0.9650924024640657,0.9760956175298805,0.9631147540983607
7,EuclideanDistance,ShepardsWorkVote,InformationGainWeighting,0.6413043478260869,0.6225895316804407,0.6595174262734584,0.6431478968792401,0.6684420772303595,0.664886515353805,0.6320109439124487,0.6559139784946236,0.6754966887417219,0.664886515353805
7,EuclideanDistance,ShepardsWorkVote,ReliefFWeighting,0.6351931330472103,0.5789473684210527,0.6363636363636364,0.5867237687366167,0.6290322580645161,0.6641074856046065,0.5991379310344828,0.6326129666011788,0.6555323590814196,0.6101010101010101
7,ChebyshevDistance,MajorityClassVote,EqualWeighting,0.7640449438202247,0.7796610169491526,0.8373101952277657,0.7963386727688787,0.7461368653421634,0.8070175438596491,0.8863636363636364,0.7727272727272727,0.8250539956803455,0.8008849557522124
7,ChebyshevDistance,MajorityClassVote,InformationGainWeighting,0.6483516483516484,0.6295264623955432,0.6595174262734584,0.6431478968792401,0.6738255033557047,0.6702557200538358,0.6346153846153846,0.6415929203539823,0.6781914893617021,0.6711590296495957
7,ChebyshevDistance,MajorityClassVote,ReliefFWeighting,0.6387832699619772,0.6415094339622641,0.6728971962616822,0.6590038314176245,0.6053639846743295,0.6444833625218914,0.6172344689378757,0.6332574031890661,0.6433823529411765,0.6411149825783972
7,ChebyshevDistance,InverseDistanceWeightedVote,EqualWeighting,0.8045454545454546,0.8194444444444444,0.8771186440677966,0.8482142857142857,0.8017241379310345,0.8479657387580299,1.0,0.8151447661469933,0.8757894736842106,0.851063829787234
7,ChebyshevDistance,InverseDistanceWeightedVote,InformationGainWeighting,0.6483516483516484,0.6295264623955432,0.6595174262734584,0.6431478968792401,0.6738255033557047,0.6702557200538358,0.6346153846153846,0.6415929203539823,0.6781914893617021,0.6711590296495957
7,ChebyshevDistance,InverseDistanceWeightedVote,ReliefFWeighting,0.6387832699619772,0.6415094339622641,0.6728971962616822,0.6590038314176245,0.6053639846743295,0.6444833625218914,0.6172344689378757,0.6332574031890661,0.6433823529411765,0.6411149825783972
7,ChebyshevDistance,ShepardsWorkVote,EqualWeighting,0.875,0.8814317673378076,0.9294605809128631,0.9059080962800875,0.8713692946058091,0.8948453608247423,0.9978308026030369,0.89171974522293,0.926829268292683,0.8898128898128899
7,ChebyshevDistance,ShepardsWorkVote,InformationGainWeighting,0.6545454545454545,0.6317280453257791,0.667578659370725,0.6423562412342216,0.6840659340659341,0.6703296703296703,0.6432584269662921,0.6603518267929634,0.6912568306010929,0.6758241758241759
7,ChebyshevDistance,ShepardsWorkVote,ReliefFWeighting,0.6392857142857142,0.5836575875486382,0.6039076376554174,0.6189624329159212,0.5708955223880597,0.5882352941176471,0.5482041587901701,0.6003159557661928,0.6358792184724689,0.593128390596745
